City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
473,San Andres,CO,12.5847,-81.7006,82.42,78,40,12.66,scattered clouds
474,Pokosnoye,RU,55.5258,101.0536,19.74,88,99,2.06,overcast clouds
475,Lae,PG,-6.7221,146.9847,76.98,90,100,4.7,overcast clouds
476,Trairi,BR,-3.2778,-39.2689,82.78,78,73,9.89,broken clouds
477,Flinders,AU,-34.5833,150.8552,64.38,71,75,3.0,broken clouds
478,Nouadhibou,MR,20.931,-17.0347,71.58,64,0,12.66,clear sky
479,Kokkola,FI,63.8385,23.1307,33.93,62,0,9.22,clear sky
480,Vieste,IT,41.8825,16.175,53.64,56,50,9.51,scattered clouds
481,Fortuna,US,40.5982,-124.1573,46.65,94,100,4.61,overcast clouds
482,Omboue,GA,-1.5746,9.2618,84.0,69,95,8.57,overcast clouds
483,Kuytun,RU,54.3419,101.5036,21.52,96,100,2.19,light snow
484,Jalu,LY,29.0331,21.5482,92.93,8,0,11.32,clear sky
485,Resplendor,BR,-19.3256,-41.2553,89.28,49,14,1.83,few clouds
486,Rundu,NA,-17.9333,19.7667,78.3,58,100,11.45,overcast clouds
487,Camacha,PT,33.0833,-16.3333,58.42,77,75,19.57,broken clouds
488,Boguchany,RU,58.3814,97.4531,14.74,97,100,2.91,overcast clouds
489,Lar,IN,26.2039,83.9717,88.16,17,0,4.99,clear sky
490,Paraiso,CR,9.8383,-83.8656,73.96,79,28,3.6,scattered clouds
491,Juneau,US,58.3019,-134.4197,40.21,87,100,33.38,overcast clouds
492,Killam,CA,52.7834,-111.8518,26.55,93,4,5.75,clear sky
493,Xuddur,SO,4.1213,43.8894,92.32,23,85,11.97,overcast clouds
494,Kloulklubed,PW,7.0419,134.2556,79.3,77,99,5.19,heavy intensity rain
495,Sisimiut,GL,66.9395,-53.6735,33.33,86,86,5.3,overcast clouds
496,Severnoye,RU,56.3491,78.3619,32.59,98,100,6.64,overcast clouds
497,Sal Rei,CV,16.1833,-22.9167,75.4,57,40,10.36,scattered clouds
498,Aleksandrov Gay,RU,50.147,48.5704,59.16,57,100,9.48,overcast clouds
499,Aksarayskiy,RU,46.7924,48.0119,66.63,42,99,7.11,overcast clouds
500,Ipixuna,BR,-1.7625,-48.8043,84.69,77,38,2.68,moderate rain
501,Poum,NC,-20.2333,164.0167,81.75,82,100,19.08,overcast clouds
502,Constitucion,CL,-35.3333,-72.4167,60.39,41,2,13.24,clear sky
503,Garowe,SO,8.4054,48.4845,89.62,22,29,17.98,scattered clouds
504,Nantucket,US,41.2835,-70.0995,46.54,79,0,5.75,clear sky
505,Grand Gaube,MU,-20.0064,57.6608,81.0,77,72,8.01,broken clouds
506,Lac Du Bonnet,CA,50.2536,-96.0612,31.46,85,67,0.54,broken clouds
507,Quelimane,MZ,-17.8786,36.8883,85.95,70,20,11.5,few clouds
508,Rudnogorsk,RU,57.2639,103.7519,9.73,97,50,2.95,scattered clouds
509,Dakar,SN,14.6937,-17.4441,76.08,64,75,19.57,broken clouds
510,Abalak,RU,58.1286,68.5944,32.79,98,100,13.38,light snow
511,Mackenzie,CA,55.2999,-123.1698,41.22,52,100,12.66,overcast clouds
512,Hirado,JP,33.3597,129.5531,53.51,59,0,17.98,clear sky
513,Nizwa,OM,22.9333,57.5333,87.53,10,2,4.74,clear sky
514,Edd,ER,13.9297,41.6925,93.79,32,92,19.42,overcast clouds
515,Angoche,MZ,-16.2325,39.9086,79.9,76,8,6.82,clear sky
516,Tacuarembo,UY,-31.7333,-55.9833,64.49,95,100,11.07,overcast clouds
517,Zhongshu,CN,24.5167,103.7667,47.46,74,1,4.32,clear sky
518,Plerin,FR,48.5425,-2.7798,47.44,57,20,12.66,few clouds
519,Lipin Bor,RU,60.2622,37.9763,28.96,76,87,8.3,overcast clouds
520,Vaxjo,SE,56.8777,14.8091,44.58,36,0,12.66,light rain
521,Kollam,IN,8.8833,76.6,81.34,78,57,2.19,moderate rain
522,Qaqortoq,GL,60.7167,-46.0333,42.76,62,99,6.08,overcast clouds
523,Bozhou,CN,33.8772,115.7703,50.7,68,36,8.1,scattered clouds
524,Aviles,ES,43.5547,-5.9248,48.38,74,40,10.36,scattered clouds
525,Orangeburg,US,33.4918,-80.8557,65.95,48,0,8.99,clear sky
526,Libreville,GA,0.3925,9.4537,84.7,66,44,10.98,scattered clouds
527,Telde,ES,27.9924,-15.4192,64.62,88,100,23.02,overcast clouds
528,Bilma,NE,18.6853,12.9164,103.14,3,100,7.63,overcast clouds
529,Sosnovka,RU,56.255,51.2842,40.37,99,100,11.3,overcast clouds
530,Palmeira Das Missoes,BR,-27.8994,-53.3136,67.77,79,94,12.21,light rain
531,Santa Lucia,ES,27.9117,-15.5407,58.32,88,100,23.02,overcast clouds
532,Kota,IN,25.1833,75.8333,91.67,8,0,6.11,clear sky
533,Makakilo City,US,21.3469,-158.0858,72.68,66,0,13.8,clear sky
534,Itaituba,BR,-4.2761,-55.9836,75.36,100,100,8.05,overcast clouds
535,Saint-Paul-Les-Dax,FR,43.7272,-1.0516,52.81,54,100,8.01,overcast clouds
536,Necochea,AR,-38.5473,-58.7368,65.12,63,66,18.75,light rain
537,Oistins,BB,13.0667,-59.5333,82.49,61,40,18.41,scattered clouds
538,Mizdah,LY,31.4451,12.9801,78.53,23,0,13.2,clear sky
539,Nara,JP,34.6851,135.8049,50.92,78,97,3.27,overcast clouds
540,Hovd,MN,48.0056,91.6419,43.81,22,15,3.4,few clouds
541,Ende,ID,-8.8432,121.6623,77.4,84,25,1.1,scattered clouds
542,Yabassi,CM,4.457,9.9682,89.17,58,100,6.42,light rain
543,Sangar,RU,63.9242,127.4739,8.83,97,100,3.49,overcast clouds
544,Rosetta,EG,31.4044,30.4164,68.02,57,64,13.62,broken clouds
545,Batagay-Alyta,RU,67.8006,130.4114,3.18,98,99,3.2,overcast clouds
546,Praia,CV,14.9215,-23.5087,79.34,53,20,20.71,few clouds
547,Vilhena,BR,-12.7406,-60.1458,79.02,78,40,3.44,scattered clouds
548,Nakusp,CA,50.2499,-117.8023,35.47,93,100,1.14,overcast clouds
549,Melchor De Mencos,GT,17.0686,-89.1522,78.8,78,0,0.0,clear sky
550,Mayo,US,38.8876,-76.5119,59.67,63,39,8.01,scattered clouds
551,Lalibela,ET,12.0333,39.0333,75.83,28,64,7.09,broken clouds
552,Vani,GE,42.0832,42.5216,73.09,43,0,17.27,clear sky
553,Estelle,US,29.8458,-90.1067,70.0,67,0,8.05,clear sky
554,Portland,US,45.5234,-122.6762,45.1,87,100,5.99,overcast clouds
555,Tucurui,BR,-3.7661,-49.6725,83.73,76,94,3.0,overcast clouds
556,Olenegorsk,RU,68.15,33.3,25.65,85,100,3.38,overcast clouds
557,Vytegra,RU,61.0064,36.4481,26.11,82,5,1.86,clear sky
558,Laguna,US,38.421,-121.4238,59.94,73,0,3.44,clear sky
559,Newport,GB,51.5877,-2.9984,53.11,58,100,10.22,overcast clouds
560,Deputatskiy,RU,69.3,139.9,-18.38,99,33,2.66,scattered clouds
561,Amapa,BR,1.0,-52.0,79.27,89,100,3.36,overcast clouds
562,Darhan,MN,49.4867,105.9228,34.97,59,57,6.06,broken clouds
563,Willowmore,ZA,-33.2926,23.4895,71.4,37,74,3.74,broken clouds
564,Goure,NE,13.9835,10.2704,106.02,3,58,1.68,broken clouds
565,Nanchang,CN,28.6833,115.8833,58.1,61,60,4.74,broken clouds
566,Nuuk,GL,64.1835,-51.7216,34.41,93,20,11.5,few clouds
567,Yerbogachen,RU,61.2767,108.0108,9.88,97,99,5.73,overcast clouds
568,Sao Felix Do Xingu,BR,-6.6447,-51.995,82.62,86,35,3.56,scattered clouds
569,Lasa,IT,46.6166,10.7002,43.7,80,99,1.86,overcast clouds
570,Bagdarin,RU,54.4333,113.6,5.7,80,0,4.88,clear sky
571,Fiumicino,IT,41.7675,12.2291,59.49,47,20,10.36,few clouds
572,Pasighat,IN,28.0667,95.3333,69.35,95,100,1.54,overcast clouds
573,Kapit,MY,2.0167,112.9333,73.53,99,81,0.89,broken clouds
574,Bar Harbor,US,44.3876,-68.2039,43.38,44,0,4.0,clear sky
575,Bambanglipuro,ID,-7.95,110.2833,78.06,83,100,6.22,light rain
576,Ballina,AU,-28.8667,153.5667,66.16,91,75,9.22,broken clouds
577,Takoradi,GH,4.8845,-1.7554,88.92,63,92,14.85,overcast clouds
578,Ormara,PK,25.2088,64.6357,78.24,71,9,8.93,clear sky
579,Yelovo,RU,57.0538,54.9207,39.4,100,100,15.12,overcast clouds
580,Yuzhou,CN,34.1628,113.4639,51.3,69,67,5.37,broken clouds
581,Banda Aceh,ID,5.5577,95.3222,78.06,84,100,10.42,overcast clouds
582,Labytnangi,RU,66.6572,66.4183,4.44,98,70,4.47,broken clouds
583,Port Moresby,PG,-9.4431,147.1797,76.42,94,75,3.44,broken clouds
584,Bireun,ID,5.203,96.7009,78.98,79,100,4.32,overcast clouds
585,Susanville,US,40.4163,-120.653,44.22,36,2,0.65,clear sky
586,Selenginsk,RU,52.0064,106.8647,30.61,97,100,2.06,light snow
587,Mimongo,GA,-1.6195,11.6068,80.22,79,75,4.65,light rain
588,Purranque,CL,-40.9167,-73.1667,51.28,70,55,0.56,broken clouds
589,Bilsanda,IN,28.25,79.95,84.6,6,4,7.05,clear sky
590,Red Wing,US,44.5625,-92.5338,39.78,66,0,3.0,clear sky
591,Nisia Floresta,BR,-6.0911,-35.2086,84.58,72,98,12.17,overcast clouds
592,Adrar,MR,20.5022,-10.0711,96.51,7,0,22.26,clear sky
593,Klichka,RU,50.4457,117.996,34.5,40,22,17.2,few clouds
594,Dukat,RU,62.55,155.55,-5.89,100,94,2.28,overcast clouds
595,Mount Isa,AU,-20.7333,139.5,74.97,29,0,4.61,light rain
596,Leh,IN,34.1667,77.5833,27.48,57,47,5.41,scattered clouds
597,Shingu,JP,33.7333,135.9833,52.74,88,100,8.03,overcast clouds
598,Poronaysk,RU,49.2167,143.1167,37.31,77,53,10.18,broken clouds
599,Tala,EG,30.6803,30.9429,83.17,13,36,17.05,scattered clouds
600,Ureki,GE,41.9956,41.7786,55.36,71,100,7.76,overcast clouds
601,Atasu,KZ,48.6814,71.6433,38.64,73,100,7.9,overcast clouds
602,Douentza,ML,14.9951,-2.9517,106.03,6,15,6.55,few clouds
603,Sao Joao Da Barra,BR,-21.6403,-41.0511,86.09,71,10,7.2,clear sky
604,Asyut,EG,27.181,31.1837,98.78,5,100,11.34,overcast clouds
605,Cortes,ES,41.9395,-1.4396,53.65,28,5,23.24,clear sky
606,Manali,IN,13.1667,80.2667,86.09,85,0,12.15,clear sky
607,Russell,US,32.3502,-85.1999,65.05,53,0,7.14,clear sky
608,Chernyshevskiy,RU,63.0128,112.4714,8.78,97,97,4.7,overcast clouds
609,Lucea,JM,18.451,-78.1736,80.85,68,5,2.82,clear sky
610,Piacabucu,BR,-10.4056,-36.4344,84.33,62,69,10.71,broken clouds
611,Salalah,OM,17.0151,54.0924,87.89,51,0,10.36,clear sky
612,Bezhanitsy,RU,56.9767,29.8907,34.23,66,30,5.06,scattered clouds
613,Malanje,AO,-9.5402,16.341,66.58,89,100,4.79,overcast clouds
614,Sungaipenuh,ID,-2.0833,101.3833,63.48,90,56,1.19,broken clouds
615,Sabha,LY,27.0377,14.4283,98.85,4,0,15.68,clear sky
616,La Romana,DO,18.4273,-68.9728,79.16,78,40,11.5,scattered clouds
617,Siteki,SZ,-26.45,31.95,79.72,80,64,6.26,light rain
618,Bontang,ID,0.1333,117.5,77.5,84,100,2.15,overcast clouds
619,Borogontsy,RU,62.6683,131.1683,16.3,98,100,3.51,overcast clouds
620,Rio Verde De Mato Grosso,BR,-18.9181,-54.8442,84.52,63,20,8.57,few clouds
621,Kumano,JP,34.3442,132.5894,47.93,79,0,7.36,clear sky
622,Broome,US,42.2506,-75.833,38.62,88,100,1.01,mist
623,Maningrida,AU,-12.0667,134.2667,80.31,73,74,4.7,broken clouds
624,Yining,CN,29.0361,114.5636,55.11,79,95,1.97,overcast clouds
625,Marzuq,YE,14.4,46.4667,78.69,24,0,9.71,clear sky
626,San Jose,US,37.3394,-121.895,56.43,78,40,3.44,scattered clouds
627,Rebrikha,RU,53.0733,82.3408,35.37,96,100,6.33,overcast clouds
628,Verkhnevilyuysk,RU,63.4453,120.3167,-2.42,100,45,3.56,scattered clouds
629,Devonport,AU,-41.1667,146.35,57.09,76,87,6.85,overcast clouds
630,Mian Channun,PK,30.44,72.3543,83.12,8,30,8.95,scattered clouds
631,Kailua,US,21.4022,-157.7394,74.14,76,97,5.99,overcast clouds
632,Avera,US,33.194,-82.5271,64.54,42,0,13.27,clear sky
633,Shigony,RU,53.3875,48.6777,51.19,78,45,18.16,scattered clouds
634,Perevolotskiy,RU,51.8763,54.1938,55.56,72,100,8.99,overcast clouds
635,Palu,ID,-0.8917,119.8707,76.32,96,100,1.05,light rain
636,Aginskoye,RU,51.1,114.53,29.82,43,12,15.57,few clouds
637,Barghat,IN,22.0333,79.7167,89.11,12,0,1.28,clear sky
638,Otacilio Costa,BR,-27.4831,-50.1219,59.29,99,100,2.68,overcast clouds
639,Tabou,CI,4.423,-7.3528,86.11,67,92,13.73,overcast clouds
640,Half Moon Bay,US,37.4636,-122.4286,55.87,83,20,5.75,few clouds
641,Pleshanovo,RU,52.8333,53.4833,54.97,73,100,11.5,overcast clouds
642,Sechura,PE,-5.5569,-80.8222,75.34,67,86,9.71,overcast clouds
643,Port Keats,AU,-14.25,129.55,80.2,75,94,5.48,overcast clouds
644,Gannan,CN,47.9147,123.5031,50.49,29,5,7.7,clear sky
645,Sorland,NO,67.667,12.6934,37.26,56,75,13.8,broken clouds
646,Jiwani,PK,25.05,61.7417,80.13,62,21,9.06,few clouds
647,Lamtah,TN,35.6667,10.8833,60.57,48,20,11.5,few clouds
648,Hirara,JP,24.8,125.2833,68.52,73,100,27.0,overcast clouds
649,Campbell River,CA,50.0163,-125.2446,45.45,93,100,16.11,overcast clouds
650,Yaan,NG,7.3833,8.5667,103.51,21,98,2.04,overcast clouds
651,Gillette,US,44.2911,-105.5022,37.11,49,0,21.85,clear sky
652,Corner Brook,CA,48.9667,-57.9484,35.76,98,100,14.03,overcast clouds
653,Bonthe,SL,7.5264,-12.505,85.78,64,73,11.95,broken clouds
654,Kinloss,GB,57.6349,-3.5701,45.88,83,75,17.27,moderate rain
655,Tura,IN,25.5198,90.2201,72.0,88,3,5.12,clear sky
656,Tual,ID,-5.6667,132.75,82.42,66,26,5.99,scattered clouds
657,Ogre,LV,56.8162,24.614,42.48,46,83,6.17,broken clouds
658,Nekhayevskiy,RU,50.4106,41.7561,52.63,72,94,7.45,light rain
659,Kungurtug,RU,50.5994,97.5228,31.57,83,98,3.6,overcast clouds
660,Ostersund,SE,63.1792,14.6357,34.61,100,20,10.36,few clouds
661,Zabkowice Slaskie,PL,50.5897,16.8124,37.15,56,71,5.55,broken clouds
662,Blackwater,AU,-23.5833,148.8833,70.88,82,19,10.07,few clouds
663,Cao Bang,VN,22.6667,106.25,57.87,65,0,1.25,clear sky
664,Sherlovaya Gora,RU,50.5667,116.25,30.74,37,54,20.22,broken clouds
665,Verkhoyansk,RU,67.5447,133.385,-3.59,100,96,2.01,overcast clouds
666,Saurikh,IN,27.029,79.4896,88.97,5,4,5.55,clear sky
667,Luanda,AO,-8.8368,13.2343,79.65,75,100,3.15,overcast clouds
668,Scarborough,GB,54.2797,-0.4044,51.93,55,98,1.99,overcast clouds
669,Simbahan,PH,6.3032,120.5836,80.42,79,58,4.63,broken clouds
670,Ilebo,CD,-4.3167,20.5833,88.32,52,98,2.37,overcast clouds
671,Pevek,RU,69.7008,170.3133,-19.46,95,19,3.15,few clouds
672,Okato,NZ,-39.2,173.8833,56.68,90,14,1.5,few clouds
673,Kangaatsiaq,GL,68.3065,-53.4641,29.88,89,96,9.4,overcast clouds
674,Stykkisholmur,IS,65.0757,-22.7297,37.76,95,100,9.01,overcast clouds
675,Nenton,GT,15.8,-91.75,82.42,40,18,5.06,few clouds
676,Port Macquarie,AU,-31.4333,152.9167,63.9,72,99,11.63,overcast clouds
677,Cerro Blanco,HN,14.6667,-87.7833,77.99,49,4,3.27,clear sky
678,Zyryanka,RU,65.75,150.85,-18.31,100,35,1.19,scattered clouds
679,Guajara,BR,-2.9667,-57.6667,76.14,96,100,0.92,very heavy rain
680,Rettikhovka,RU,44.1683,132.7669,40.64,50,2,5.86,clear sky
681,San Quintin,MX,30.4833,-115.95,59.07,69,100,5.1,overcast clouds
682,Khargupur,IN,27.3833,81.9833,85.96,7,0,5.19,clear sky
683,Richland,US,40.7834,-82.5499,36.81,85,100,13.8,overcast clouds
684,Poshekhonye,RU,58.4993,39.1353,30.63,75,98,10.0,overcast clouds
685,Bafq,IR,31.6128,55.4107,81.88,8,12,4.9,few clouds
686,Along,IN,28.1667,94.7667,66.76,98,100,0.31,overcast clouds
687,Gat,IL,31.61,34.7642,79.39,42,53,11.23,broken clouds
688,Almaznyy,RU,48.0448,40.045,54.91,64,99,20.15,overcast clouds
689,Parauna,BR,-16.9478,-50.4486,81.39,56,1,6.35,clear sky
690,Lubuk Pakam,ID,3.5604,98.8767,78.94,93,100,4.92,overcast clouds
691,La Palma,US,33.8464,-118.0467,60.49,85,100,6.91,overcast clouds
692,Glace Bay,CA,46.1969,-59.957,41.99,69,40,14.97,scattered clouds
693,Egvekinot,RU,66.3167,-179.1667,-11.85,88,13,19.17,few clouds
694,Palmerston,AU,-12.486,130.9833,80.58,89,10,4.61,clear sky
695,Ribas Do Rio Pardo,BR,-20.4431,-53.7592,84.43,59,19,9.89,few clouds
696,Bismarck,US,46.8083,-100.7837,31.86,92,100,8.05,light snow
697,Sibu,MY,2.3,111.8167,75.51,94,40,2.3,heavy intensity rain
698,Taman,RU,45.2117,36.7161,48.43,88,84,23.13,broken clouds
699,Palmer,US,42.1584,-72.3287,48.85,40,100,4.61,overcast clouds
700,Chifeng,CN,42.2683,118.9636,53.49,22,28,19.69,scattered clouds
701,Batemans Bay,AU,-35.7167,150.1833,64.09,51,23,10.69,few clouds
702,Kaseda,JP,31.4167,130.3167,52.86,57,2,5.32,clear sky
703,Banepa,NP,27.6298,85.5214,70.12,60,75,6.91,light rain
704,Kitoy,RU,52.6,103.9,31.08,96,100,2.24,light snow
705,Podgorica,ME,42.4411,19.2636,49.5,93,75,6.91,broken clouds
706,Grindavik,IS,63.8424,-22.4338,43.27,100,100,19.57,light intensity drizzle
707,General Roca,AR,-39.0333,-67.5833,57.61,23,0,26.15,clear sky
708,Saint-Pierre,RE,-21.3393,55.4781,74.88,94,75,3.44,light rain
709,Henties Bay,NA,-22.116,14.2845,63.25,78,9,10.74,clear sky
